umkm_name,umkm_category,total_seller_gain,total_project_value,total_revenue
CV.SUMBER JAYA ABADI,Mikro,102809900,792831563,697148
KAYANA BALI,Mikro,9025567,45814600,43650
CV. GLOBAL JAYA SEJAHTERA,Mikro,7832162,18413457,43604
CV Citra  Mandiri,Mikro,46061520,493322850,296761
CV. SRIKANDI MAKMUR SEJAHTERA,Mikro,0,103339890,0
PUSPA ARTHA,Mikro,496125,58447350,-4627
SuciptaRailling,Mikro,101140000,156000000,689840
ATA SADIRA SATU,Mikro,252193196,901697953,1691206
OBross Collections,Mikro,160785,13568500,-554
Jaya Abadi Supplies,Mikro,0,13851500,0
CV MEGA,Mikro,0,49749100,0
Suwito,Mikro,135426170,874175000,869541
CV. DMS Mandiri Sejahtera,Mikro,0,183035000,0
Koperasi Pegawai Indofarma,Mikro,0,127738855,0
U.CUSTOM PRODUCTION,Mikro,0,10890000,0
KOPERASI KARYAWAN PELABUHAN TANJUNGPINANG,Mikro,0,20300000,0
Koperasi Assamica Kebun Bantaran,Mikro,4016642,4047000,7936
Toko Agung Emas,Mikro,0,25404000,0
HIJOLS Supplies,Mikro,3285180,109222000,5651
Mitra Sejati Stationary,Mikro,0,3796500,0
Koperasi Karyawan/Wati Warga Patra V,Mikro,59153000,397756424,396195
Budianto Jaya,Mikro,25035800,34475000,166742
PRIMER KOPERASI  KARYAWANPERUM PERHUTANI KIPKJ GRESIK,Mikro,26923010,162690500,163168
Koperasi Waskita,Mikro,846055506,5682886101,4058296
Anugrah Jaya Perkasa,Mikro,0,371194256,0
Artha Wiksa Bakti,Mikro,0,145342290,0
BINTANG NIAGA,Mikro,0,54112500,0
BIMA NUSANTARA PRIMA,Mikro,41047000,221783271,273879
QNQ TEKNIK INDONESIA,Mikro,0,37804380,0
RIGID MULTIMEDIA,Mikro,0,49119431,0
KOPKAR KOPRATAMA PT. KRAKATAU WAJATAMA,Mikro,0,93347670,0
PN SUPLAY,Mikro,0,119307050,0
Chotimah Catering,Mikro,0,2066005000,0
PT GARUDA TEKNIK ASIA,Mikro,0,17940000,0
Koperasi Mitra Jaya Lumpur,Mikro,0,979020000,0
MAKMUR ABADI (SURABAYA),Mikro,0,271108720,0
EMSU GEMILANG ABADI,Mikro,0,276820350,0
Karya Duta,Mikro,211442254,1068593781,1428739
AVTEK INDO MAKMUR,Mikro,0,132090000,0
DUTA KARYA TEHNIK,Mikro,0,206360100,0
CV IRZAH,Mikro,41926024,391999641,232037
Toko Maju Bersama,Mikro,7698805,89677000,20711
PRIMKOKAR PERUM PERHUTANI KPH JEMBER,Mikro,0,90000,0
KOPEGTEL SITUBONDO,Mikro,7577500,38295000,44545
Word Print Solutions ,Mikro,5033937,17275000,27336
CV. SAE PRINTER & COMP,Mikro,16093310,80400000,97401
GLOBAL HASIL BERSAMA,Mikro,500877,7077925,-4598
CV. Arhas Media Promosindo,Mikro,34616147,262409960,203259
Boyz_jbr,Mikro,0,78100,0
NABILA FOOD,Mikro,0,6694300,0
Five L Cirebon,Mikro,84362,377500,-82
Smart,Mikro,0,102549570,0
PUTRO SUNAR LANGGENG,Mikro,0,399999,0
ASOY JEMBER,Mikro,0,404000,0
njajanditulen,Mikro,0,146000,0
Aleeya Store,Mikro,54625,1867100,-1847
Hanna Cookies,Mikro,0,122000,0
PURNAMA ABADI/CIMPLUNG KOPI,Mikro,0,99000,0
UD. DAPOER RIDWAN,Mikro,208425,2155100,-5140
KOP. PEGAWAI PP DARMA USAHA,Mikro,22998880,58425335,152049
HABIBI OL SHOP,Mikro,134980,649000,-7269
Supermarket instan,Mikro,0,406500,0
ASIA JAYA,Mikro,0,195100,0
Bu Rokimah,Mikro,0,174000,0
Budi Vibra,Mikro,0,135000,0
AQIO SNACK,Mikro,59550,769500,-1780
Coffe In,Mikro,0,130000,0
Ayu Lestari,Mikro,0,300500,0
NORAF BAROKAH,Mikro,0,66000,0
TKT BANA FOOD,Mikro,0,165994,0
Hdua store,Mikro,1171645,5098500,-1128
Ing food,Mikro,0,86000,0
Rasamala 210,Mikro,0,100000,0
TINING KERIPIK,Mikro,0,155000,0
RUMAH ORGANIK JEMBER,Mikro,0,87000,0
TOKO KARUNIA JAYA,Mikro,13305490,92727500,82917
CV. Amanah Guna Sejahtera,Mikro,0,56584317,0
Mediaprint,Mikro,0,150000,0
Alfanani Media Jaya,Mikro,0,520000,0
whiteblue leather,Mikro,0,435100,0
TOKO FAEZYA,Mikro,0,859500,0
CV DUA LAUTAN,Mikro,245643,277500,17
KOPERASI BETON KARYA SUMATERA,Mikro,15050800,64961510,96318
SYAFA EXPRESS,Mikro,0,50812138,0
Mall Laundry,Mikro,0,110261000,0
ARTHA TEKNIK ANDALAN,Mikro,28441690,159680104,162388
SIYATA MANDIRI,Mikro,140831050,534655897,804686
CV RESTU MANUNGGAL,Mikro,7419710,60819093,43287
KOPKAR PTPN IX KEBUN MERBUH GIRI MAKMUR,Mikro,3485440,32322978,19467
Kopegtel Semarang,Mikro,590254390,4840064170,3307879
Primkopkar Perum Perhutani KPH Kendal,Mikro,0,28517010,0
ILHAM JAYA STATIONERY & DIGITAL PRINT,Mikro,11848100,91538200,79271
FARNEZ LABORATORY INDONESIA,Mikro,0,3350000,0
SMDR PROJECT,Mikro,0,19680000,0
Toko TIARA Kota Madiun,Mikro,0,39960,0
KOPRASI KARYAWAN PT PERKEBUNAN NUSANTARA XII (PERSERO) KEBUN WONOSARI,Mikro,5496560,5652000,34456
Koperasi Karyawan Serba Usaha Kebun Bangelan,Mikro,0,7600000,0
PRIMKOKAR PERHUTANI KPH PASURUAN,Mikro,2245791,5608042,-16927
SEKAR TRI BUANA,Mikro,0,12431000,0
YUDHA JAYA STORE,Mikro,0,17477000,0
koperasi rajawali,Mikro,784075,790000,-2358
Coiner Print,Mikro,25924100,387963000,137830
AIRA MEDIALINK,Mikro,0,4722000,0
CV Toddopuli Lontara Celebes,Mikro,0,616350,0
PT REKPENDO KIRANA MAHESTRI,Mikro,0,23230137,0
Andist Print,Mikro,0,3095000,0
EBT Net,Mikro,0,18594000,0
PT. Hita Gemilang Jaya,Mikro,0,492174000,0
BERKAH TRIJAYA,Mikro,0,917000,0
CV. BERKAH DUA SAHABAT SEJATI,Mikro,99500000,100000000,443365
Toko Rumaisha,Mikro,99250,319000,-4784
STERA AFINA,Mikro,0,117000,0
CV. KARYA MULYA PRATAMA,Mikro,346140710,1720644747,2060800
Keysha Kitchen,Mikro,794000,2550000,3160
Wangsa Katun,Mikro,0,18021000,0
Ruby Cake & Bakery,Mikro,0,3150000,0
CV. RIZKIANA,Mikro,40639853,169737019,266307
Three-K81,Mikro,0,48798000,0
MULLIA,Mikro,4962070,46952380,25724
KOPERASI KONSUMEN SEJAHTERA BERSAMA WITON,Mikro,0,52510500,0
Gudang Kertas,Mikro,0,1597418,0
Ervie,Mikro,0,35710000,0
erries printing,Mikro,3898570,129970000,19602
PT. Alit Purnama Jaya Abadi,Mikro,0,186087948,0
Toko Adhitama Putra,Mikro,0,4960000,0
PT KREASI KARYA ILUSTRASI,Mikro,5300030,7445000,25765
CAHAYA BATAVIA,Mikro,0,61982000,0
Aris setyo pambudi,Mikro,7377255,7433000,44709
TANGGA BATU,Mikro,1325200,82255220,6388
CV. BERSATU SEJAHTERA ABADI,Mikro,60258580,115144000,404105
KOPERASI SWADHARMA BLITAR,Mikro,1918010,12782900,10719
Rumah Print,Mikro,1838250,10892500,5052
MITRA KERJA (Peralatan dan Perlengkapan Elektronik Kantor),Mikro,1935380,75484000,9201
Ruang Kantor,Mikro,0,20680000,0
CV. MITRA JAYA ABADI PROJECT,Mikro,1102500,105550200,2860
DHONEY CATERING ATK,Mikro,0,352340000,0
RIZKY FITRI AKBAR,Mikro,11241200,41332500,73492
DJAWARA GROSIR,Mikro,124998,29543943,-794
UD. GENYO,Mikro,0,4214990,0
CV ANUGERAH ABADI,Mikro,37047200,93206700,250802
ARIAS,Mikro,0,81030000,0
R1 SPORT APPAREL,Mikro,138194650,142239000,911979
UD. ISTANA,Mikro,1780050,1916500,-22660
Adin putra,Mikro,0,18445000,0
PT. SALSABILLA AGUNG BERKAH,Mikro,0,9385558,0
Afelindo,Mikro,0,45820245,0
AWAN REJE BUKIT,Mikro,0,180862290,0
Koperasi Pegawai Swadharma Madiun,Mikro,3797010,76495200,23356
TOKAI TULUNGAGUNG,Mikro,601429,4320200,-4676
WANDA BAKERY,Mikro,428760,2127000,-11835
Toko Material MSR,Mikro,107190,124000,-3640
RENNO KOPEE ,Mikro,0,121000,0
Nata Coffee,Mikro,86347,107000,-3234
CATERING DWIHA,Mikro,0,126000,0
MaliSad,Mikro,0,192100,0
Depot Ayu,Mikro,114633,195500,-3589
Nukus Technic Solutions,Mikro,535949,39520000,-756
CV. DARSUM PATRA SAE,Mikro,11113020,40049200,68200
MPS Multi Print Support Malang,Mikro,0,16400000,0
Prawira Komputer Malang,Mikro,134489560,219363000,910037
Istana Tissue,Mikro,795650,15344500,3026
REKAVISITAMA,Mikro,0,1309750,0
CV MITRA USAHA,Mikro,22148152,150300500,98814
MaxS print,Mikro,7567806,28975000,37816
PT. Anindya Sagara Artha Group,Mikro,7338050,63482500,44992
CV. ABIPAL TEKNOLOGI 13,Mikro,0,10927950,0
SEMERU INDAH PUTRA,Mikro,280531008,2329250154,1278735
CV BINA MANDIRI,Mikro,0,34540000,0
Making Merch,Mikro,20511000,128337500,129223
PERCETAKAN PACIFIC,Mikro,31873140,123088500,191470
BOOSTER INK,Mikro,5141142,26595000,23130
ATLANTIK STATIONERY,Mikro,0,41391550,0
Toko ARA,Mikro,0,512900,0
FAZZA KUSUMA,Mikro,19899640,147000000,110396
DPI Advertising,Mikro,17224845,41715000,92954
PT. Kerta Gaya Pusaka Malang,Mikro,39595500,379477565,262482
ARTASINDO,Mikro,0,87100,0
Kopkar Citra,Mikro,161406000,183474000,731280
CV. ANEKA CENDERAWASIH PAPUA,Mikro,0,262951385,0
CV GRHA CIPTA INDONESIA,Mikro,0,132361950,0
Rayyan Anugerah,Mikro,0,46650000,0
RAUN STORE,Mikro,3798319,6647800,5924
CV. Silver Jaya Mandiri,Mikro,0,47912040,0
PT. ATLAS PRASETIA,Mikro,1430265,28967700,-553
Nafitech,Mikro,9621292,59626000,56531
NAGI Sipadeh,Mikro,79400,86000,-1646
dapur uniqia,Mikro,0,86000,0
KERTA GAYA PUSAKA PADANG,Mikro,16358600,121965100,98574
yolacake,Mikro,0,86000,0
KOPERASI KARYAWAN TASPEN PADANG,Mikro,0,87000,0
Organic Store Padang,Mikro,165747,173000,-1065
Madheka ,Mikro,0,129000,0
PADATI,Mikro,0,116583300,0
PT. Wira Agung Jaya Abadi,Mikro,30791200,283549500,202632
CV ELHAZEL TEKNO GROUP,Mikro,0,304397520,0
AKSARA ADHIKARYA,Mikro,77237160,308862477,475361
CENTRO ELECTRONICS & FURNITURE,Mikro,0,117728820,0
Kreatif Intelegensi Teknologi,Mikro,0,3777550,0
PRIMKOPKAR KPH BANTEN,Mikro,17046200,70606447,107013
SENTRAMEDIA KOMPUTAMA,Mikro,0,81357450,0
KAISAR MANDIRI,Mikro,1852200,146001630,9034
PT WAGON INDAH PERDANA,Mikro,96649400,1435418358,647829
PT ASPRINDONUSA BHAKTIMANDIRI,Mikro,0,149297300,0
CV. SINAR MAWAR DENZEL,Mikro,138178604,526076363,945154
WIJAYA KARYA ANUGRAH,Mikro,0,18756000,0
Central Buana Comp,Mikro,29892914,256845000,196708
Aneka Warna Putri,Mikro,0,37498842,0
ALDA KESEHATAN,Mikro,0,253000,0
CV ATK CENTER,Mikro,250110,673600,-2678
SARANA PIRANTI UTAMA,Mikro,0,221000,0
FAZZA MULIA UTAMA,Mikro,1071900,6272200,5574
KOPERASI BINA SEJAHTERA,Mikro,458996,462119,1144
CV. BINTANG ANUGRAH ABADI,Mikro,0,103395390,0
KALIMAS JAYA SEMESTA,Mikro,0,200186250,0
CATERING BU YANTI,Mikro,11112040,42092000,71463
Catering dan Warung Makan Bu Narti,Mikro,7046750,49021000,45757
Sumber Rejeki Rent Car,Mikro,13615000,84000000,91815
PT NUSA SATYA MANDIRI,Mikro,0,79250000,0
PERMATA SYAUQI,Mikro,0,258250000,0
Zulfan,Mikro,0,7450000,0
KOP PEGAWAI TELEKOMUNIKASI GIANYAR,Mikro,29106000,259110000,169680
MIRDA Fotocopy,Mikro,484339,1455000,-2317
CV Harapan Baru,Mikro,941533,7090060,-3158
Koperasi Karya Pertiwi Serui,Mikro,14192300,291318000,86588
TOKO TARYONO,Mikro,1706271,8549500,-32908
AHR Grafika Konveksi / Bordir / Sablon,Mikro,0,46475009,0
CV. MAHAKARYA BAIK,Mikro,37927000,233835000,255720
Jaya Makmur Abadi,Mikro,0,32910103,0
CE ES STATIONARY,Mikro,4024580,14230000,19436
PRIMKOKAR PERHUTANI KPH MANTINGAN,Mikro,0,190731218,0
ARDA BESI PERKASA,Mikro,5672300,5816400,27346
KALIMANTAN JUNIOR,Mikro,0,3200000,0
CV Sumbawa Computer,Mikro,0,10000000,0
ABDI FURNITURE,Mikro,67102360,247984807,432895
CV. BAKTI BAHAGIA,Mikro,6390050,154433837,40796
UD.PARADANA STATIONARY,Mikro,0,274476,0
Toserba Sri,Mikro,0,30000020,0
PT AKAR BERKAT MANDIRI,Mikro,0,16280000,0
CV HANBAI ABADI,Mikro,0,2035000,0
CV FINANG,Mikro,0,49494900,0
KOPEGTEL RISTI,Mikro,116955000,2557375718,794460
Arif Konversi Surya Inovasi Indonesia,Mikro,0,55500000,0
PT. Teknovista Multikreasi Digdaya,Mikro,11831800,447010000,76318
CV.Raraga Milarian Berkah,Mikro,57786860,113540710,384281
CV. Indosistek Makmur Persada,Mikro,0,51617000,0
Putra Abdi Jaya,Mikro,17909670,41210500,113911
Koperasi Karyawan Bagjanagara (KOKARBA),Mikro,3583680,98923851,20062
HanRes snacks and cakes,Mikro,0,216000,0
Kopkar Mekar Perkebunan Dayeuhmanggung,Mikro,65284893,355968468,377279
ADIKUSUMAH,Mikro,0,49450500,0
Ragnar,Mikro,72858160,144273915,484131
Sketsa Omset,Mikro,0,87301722,0
Rakindo Karya Putra,Mikro,0,46620000,0
CV KURNIA PUTRA,Mikro,0,62298750,0
Gelora Jaya,Mikro,0,1405000,0
TOKO FAJAR,Mikro,0,3468100,0
CV. PUSAKA KALIMUSADA,Mikro,0,664150,0
KOPERASI SWADHARMA WILAYAH 04 BANDUNG,Mikro,154830,198000,-1139
Atra Lumampah Kahadean,Mikro,0,149072000,0
DAMA NYALA ASKARA,Mikro,14756500,65121480,97608
WIRA SETYA INDO PUTRA,Mikro,0,63660168,0
BINTANG UTAMA TEKNOLOGI,Mikro,0,52841550,0
PT TRI MANDIRI TOTAL,Mikro,3473750,5387000,19547
Pristine 8+ Bandung,Mikro,0,237500,0
TOKO BERKAH MADANI,Mikro,0,91772900,0
JOKREATIF,Mikro,0,22943800,0
Manajili,Mikro,0,117000,0
GANGAV,Mikro,0,120000,0
Batur cemal cemil,Mikro,0,444000,0
Syarirum,Mikro,0,1949100,0
Toko Ambilkanbulanbu,Mikro,801794,13111900,-17627
Kina Studio ,Mikro,218350,484000,-2892
Moms Cookies,Mikro,0,128000,0
pondok makan mama rika,Mikro,0,109000,0
pondok macaron,Mikro,0,131000,0
RURI FROZENFOOD,Mikro,0,105000,0
TOKO DWI JAYA,Mikro,0,134000,0
sambel kentang Nd.RizkyS,Mikro,0,130000,0
Dapur Bu Uya,Mikro,238500,1680000,-3026
TK. Antosan Mulya Jaya,Mikro,2138470,15966500,5158
Tehdia,Mikro,0,45000,0
4 saudara,Mikro,446625,2044000,-7898
The Sapujagat Store,Mikro,0,315000,0
WICYRA,Mikro,0,133000,0
Naura Store,Mikro,220335,2707000,-2879
Maheza Supplier,Mikro,0,126312800,0
Rezeki Barokah Supplier,Mikro,26973370,118139840,176502
Mega Jaya,Mikro,0,84193287,0
RIDSYARLA HILARI CORP,Mikro,0,27000,0
Yuliafrozenfood,Mikro,0,42000,0
Kritesa tempe sagu,Mikro,99250,146000,-1513
TOKO PACIFIC,Mikro,0,21942512,0
Dol Sembarang,Mikro,0,785000,0
PT Kreatifitas Indonesia Muda,Mikro,2751710,167600366,16871
PT Hari Esok Gemilang - Kota Silat Cakes & Cookies Madiun,Mikro,0,120000,0
KOPERASI JASA USAHA PRIMA ENJINIRING,Mikro,0,499082550,0
ADRI MANDIRI,Mikro,29685000,33708785,198894
FOURTECH PRINT ,Mikro,0,1051000,0
POWER KARYA ELEKTRINDO,Mikro,0,4495500,0
Longevita,Mikro,0,147800,0
SUMBER INTAN,Mikro,0,17070000,0
Srikandi Gordyn Karpet,Mikro,22331200,22500000,146372
Purawinata Mandiri,Mikro,10550775,186751800,67688
Fajar Raya Abadi,Mikro,0,170279000,0
everyday needs,Mikro,14719275,50695200,85912
Bangkit Permata Jaya,Mikro,1674087,12919000,-1390
Dega Home,Mikro,99250,116100,-1513
Dapoer Fyans,Mikro,0,111000,0
Lautan Jakarta,Mikro,0,116000,0
Dapur Mamah Azmi,Mikro,0,107000,0
demiemax,Mikro,99250,140000,-1513
DELINS,Mikro,0,109000,0
Nensy Cookies,Mikro,0,112000,0
Salam ManjaH Store,Mikro,190808,1002150,-897
Kopi Mangandrew,Mikro,0,175000,0
KopiHitman.official,Mikro,0,244000,0
PT. MAGFOOD INOVASI PANGAN,Mikro,0,128000,0
KOPERASI PEGAWAI PT.TELKOM CORPU JAKARTA PELITA,Mikro,102242012,642726084,682252
Ratin,Mikro,0,107000,0
Cikopi Mang Eko ,Mikro,0,200000,0
ALINGAN-1209- (kedai pempek barokah),Mikro,0,321000,0
PT Ombai Kencana Utama (Ombaiku),Mikro,110167,265000,-1439
Depot Junie,Mikro,0,282000,0
RESTU UMI,Mikro,0,325473223,0
Warung Sehat ,Mikro,0,77000,0
Raos_Hade,Mikro,0,283500,0
CV. Rajawali Perdana,Mikro,0,207150,0
Mamajebie,Mikro,0,203000,0
PRIMKOPKAR PERHUTANI KPH BANDUNG UTARA,Mikro,0,120000,0
Nobrand,Mikro,0,118000,0
undefined,Mikro,15008916,88064000,45692
ASIH SNACK SEMARANG,Mikro,0,57950,0
AZL MINE DESIGN,Mikro,0,2992000,0
Amo Jaya,Mikro,14574720,60702482,93984
Necu jaya,Mikro,3718480,30004000,22862
Arya Cipta Gemilang,Mikro,98962496,225455000,449495
CV. MEKAR MULYA JAYA,Mikro,0,1336216218,0
PT Diarindo Krisnatama Indonesia,Mikro,0,39815700,0
KW travel,Mikro,11139400,366992545,73282
KOPERASI BUNISARI LENDRA,Mikro,6236513,46654299,26313
Koperasi Kuda Putih,Mikro,0,399828660,0
SAPTA JAYA,Mikro,1825909,22961508,7375
Agree Mart Freshfood Bandung 2,Mikro,0,70500,0
Oleh2cu2bdg,Mikro,0,82000,0
Rumah Pengadaan Indonesia,Mikro,0,152000,0
MAHA MEDIKA PRIMA,Mikro,101235,238000,-98
PRIMAJAYA,Mikro,0,147901950,0
The Zain farm,Mikro,0,51000,0
Agree Pasar Murah Bandung Grocery,Mikro,0,1448000,0
YANTI COMPUTER,Mikro,0,2500000,0
CV  Jaya Armada Electrical,Mikro,394260500,572091000,2634135
Depot Kupang Makmur,Mikro,17838200,59237000,115063
RM Caniago Bontang ,Mikro,0,53892000,0
Sudut Santap Bontang,Mikro,0,68290000,0
JAYA TRAVEL,Mikro,0,36500000,0
PT TREDCO SARANA GEMILANG,Mikro,0,179376000,0
RAFIKA PASIFIK UTAMA,Mikro,365852480,694175000,1816780
PERDANA MULTI JAYA,Mikro,0,169924000,0
Ryu Asia Raya,Mikro,281590800,610704000,1330172
MITRA PRATAMA,Mikro,0,235050000,0
"SIGMA TECHNICAL, CV",Mikro,632399000,761615997,3123589
BONTANG CENTRAL TEKHNIK,Mikro,0,2443221000,0
IKHSAN MANDIRI,Mikro,0,825600000,0
BINTANG ERLANGGA,Mikro,0,100669060,0
PRATAMA KUMARA,Mikro,0,48902000,0
PT. Global Indo Brantas,Mikro,0,615400,0
PT.AMANAH KARYA BERKAH,Mikro,0,6545448,0
CAKRA BUANA EKA SENTOSA,Mikro,0,12210000,0
CV DWI KARYA MANDIRI,Mikro,0,126817500,0
CV. RUMPUN ART WORK,Mikro,0,83196720,0
TRI DAYA UTAMA,Mikro,52920000,53280000,318765
DWI JAYA BISA,Mikro,0,120661000,0
CV.SINAR BERDIKARI KREASINDO,Mikro,11576200,59638080,65727
PT. BERKAH KEMBAR JAYA,Mikro,0,40062150,0
KARYA BHAKTI MANDIRI SEJAHTERA,Mikro,20018700,62778048,118513
WIGUNA ARTHA LESTARI,Mikro,8401050,50937900,46503
DELIMA JAYA MANDIRI,Mikro,48386400,49500000,317331
cv.winda jaya sentosa,Mikro,0,2719500,0
GRIA BRILLIANT NUSANTARA,Mikro,0,48000,0
test norek,Mikro,0,10000,0
test journey,Mikro,0,10000,0
Testing Zidan,Mikro,0,75000,0
Testing Referral,Mikro,0,10500,0
HALTECH CORPORINDO,Mikro,0,89350659,0
Lawang Sewu Percetakan dan Digital Printing,Mikro,0,8860000,0
Warung Mamah Salma,Mikro,882838,5454500,-18299
DeWarjok Coffee,Mikro,111160,751000,-3614
Hanas Kitchen,Mikro,0,140000,0
chiee snack,Mikro,0,166000,0
PLO/Penangkis Lapar Orang,Mikro,0,152000,0
SUSI HAFIANAWATIS.SOS.,Mikro,0,105000,0
OnePiece Boba,Mikro,153837,1837000,-2781
Galery Rumah BUMN Banjarmasin,Mikro,0,66000,0
PT.DAPUR SEHATI FOOD,Mikro,0,210000,0
Bang Din,Mikro,0,126000,0
Galeri UMKM Subang,Mikro,0,49500,0
TokoOnline,Mikro,137611,869000,-2480
Solusi Store Kuningan,Mikro,0,76500,0
GEMBLONG UBI HANA,Mikro,0,64000,0
VSC ROASTERY (PT. VSC KEBANGGAAN INDONESIA),Mikro,0,116000,0
AGUS HENDARSAH,Mikro,178213,179500,-2670
BUMDes Sinar Jaya,Mikro,0,146000,0
CV. Bina Mitra Sentosa,Mikro,0,2652815,0
KOPERASI CINTA MANIS PT PG RAJAWALI II CIREBON,Mikro,0,372973900,0
CV JAYA TARUNA PRESTASI,Mikro,0,1856480550,0
KREASI COMPUTER,Mikro,0,5106000,0
SYAHRUM,Mikro,0,87620500,0
PRATAMA WISESHA,Mikro,158911800,866082440,1067400
Koperasi Lumba lumba,Mikro,0,350653662,0
CV. YEZI JAYA MANDIRI,Mikro,0,35369000,0
Toko Rakamediatech,Mikro,0,27605000,0
Toko Forza (PT Fortuna SEntosa Abadi Jaya),Mikro,0,30980100,0
Putra Sinjai Komputer,Mikro,0,12000,0
MITRA KOMPUTER,Mikro,0,2381000,0
Koperasi Karyawan Taspen Kendari,Mikro,0,22700000,0
MITRA SAFETINDO,Mikro,0,21360000,0
SOETJI DJAYA,Mikro,0,111700,0
KEY KOMPUTER,Mikro,0,42500000,0
ALJUMY,Mikro,0,3500000,0
DUA PUTRA,Mikro,1245620,9521000,6163
MENARA SUKSES GEMILANG,Mikro,0,151550520,0
UD TOKO BUDI,Mikro,0,8676000,0
KOPERASI KARYAWAN DHARMA SAMUDERA,Mikro,0,6105000,0
ANENKA MANDIRI,Mikro,873400,13852500,2604
IWAN OFFSET,Mikro,0,8078000,0
CIYANTI,Mikro,11397700,58419300,76051
Rumah craft kita,Mikro,0,173000,0
PT. BONE WAR,Mikro,0,423981150,0
SENIA MANDIRI JAYA,Mikro,0,244632465,0
TIARA COMPUTINDO MEGAH,Mikro,137020000,1446451433,549620
Toko Maju Bersana,Mikro,0,12397500,0
Toko Mama Syfa,Mikro,6599680,31649044,37947
SIAK SRI INDRAPURA,Mikro,1157625,37782069,2648
Toko Cakra Mahkota,Mikro,2580500,14200000,15720
Mukimin,Mikro,0,21044000,0
SERDA,Mikro,2204420,3790250,11488
Katahati Handmade,Mikro,0,40556000,0
TEKNIK PENDINGIN,Mikro,0,20085497,0
Maxima Inti Technology,Mikro,8489250,49700250,49762
PT BENTANG PERSADA INTERNUSA,Mikro,380358100,817256979,1833611
CV. AMD,Mikro,17031300,477988710,112908
SAMUDERA GAUTAMA ENERGI,Mikro,86275200,144866100,530362
Makmur ATK,Mikro,2113035,4821500,10395
Tandjung Cipta Persada,Mikro,6108400,41153805,35348
TRATAS JAWARA INDONESIA,Mikro,0,177600000,0
Jayakarya,Mikro,1107630,3931000,5814
SRI BUANA,Mikro,0,10389484,0
cipta print,Mikro,0,36185000,0
TRI HANAKA NUSANTARA,Mikro,152902100,718943670,1019129
RESWARA BHAKTI GUNA,Mikro,0,137000000,0
TRIFIDIA CIPTA KORPORA,Mikro,0,131000000,0
Lembaga Pengembangan Perbankan Indonesia,Mikro,109360000,122000000,487464
PANOERAMA SEMESTA ENJINIRING,Mikro,9875380,9950000,63146
CV ANDELIS JAYA ABADI,Mikro,0,212684997,0
Sinar Celebes Jaya,Mikro,186590,11676000,-381
Muring,Mikro,0,32000,0
Karomah printing,Mikro,0,73985000,0
PT. Artha Alton Mandiri,Mikro,0,9274500,0
KOPERASI PEGAWAI KANWIL BRI JAKARTA,Mikro,172751,17681701,-524
Koperasi KARYAWAN INTI KESEJAHTERAAN,Mikro,50059498,157940350,299610
ABBASY MAKMUR BERJAYA,Mikro,173643800,1274137703,1048042
Office Supermarket,Mikro,0,113042666,0
CV PUTRA SETIA UTAMA,Mikro,0,22500000,0
RIZKI PUTRA PRATAMA,Mikro,2917500,3000000,16755
MICOPRIMA MITRA SEJAHTERA,Mikro,39705750,256987198,262462
PT GLOBAL MULTISARANA SEJAHTERA,Mikro,0,284239992,0
GRAHA PURI ARTHA,Mikro,90069404,507212946,602486
eSKaDo,Mikro,0,260500,0
NETAPRION ALIANSI TEKNOLOGI,Mikro,0,170000000,0
GGH Berkah,Mikro,0,71951500,0
Koperasi Jasa Karyawan Kantor Berita Antara,Mikro,0,2916506527,0
RAMI MULTI TEKNOLOGI,Mikro,0,89830398,0
ARINI TRANS SAFETINDO PT,Mikro,4871250,19980000,28402
JEIMART INDONESIA MAJU,Mikro,68103080,187221000,448825
TATANAN ESTETIKA EKAJAYA,Mikro,1299000,1332000,380
cv media berkah utama,Mikro,0,9625000,0
Izmi Shop,Mikro,18510340,164996130,115934
toko amelia cellular,Mikro,0,31467100,0
PT. Janu Teknologi Indonesia,Mikro,0,18148500,0
Izda Prima,Mikro,0,177048900,0
ERA BARU AKURASINDO,Mikro,0,1998000,0
CV Abiraya Putra Persada,Mikro,0,79920000,0
MASSHIMA JAYA MAKMUR,Mikro,0,68820000,0
MITRA POTENSI INDONESIA,Mikro,0,125000000,0
Jakarta Furniture ,Mikro,0,6232000,0
PT PUSAT FURNITURE INDONESIA,Mikro,36724270,251543200,207627
TERATAI INSAN MANDIRI,Mikro,72046680,77751060,451204
PD. KARYA BERSAMA,Mikro,0,4747470,0
Puspa Warna,Mikro,19247550,19393000,122908
Qiemara Jaya,Mikro,0,20650000,0
TRIMEGA PRIMA TEKNOLOGI,Mikro,0,88467000,0
JO Printing dan Souvenir Perusahaan,Mikro,0,56807000,0
KREASI TECA INDONESIA,Mikro,0,235314450,0
URI INDONESIA TEKNOLOGI,Mikro,0,206405939,0
Digital Prima Niaga Solusi,Mikro,0,734142900,0
BELPIN BLESSIN INDONESIA,Mikro,0,161922360,0
SANKARA AGUNG ABADI,Mikro,0,189740625,0
PT. Sejahtera Internasional Pasifik,Mikro,0,207444500,0
PIXELCAST MANTRA MEDIA,Mikro,0,46000000,0
WINSTARLINK MEDIA,Mikro,0,59500000,0
Toko Prisan,Mikro,0,8000000,0
Toko LCK,Mikro,140055,141000,-1339
Rajutan Khansa,Mikro,297750,300000,-287
RumahBersih.id,Mikro,53595,332500,-3455
KOKAPURA Jakarta,Mikro,0,77297010,0
